,年份,設立別,學程別,群科別,畢業生人數,升公立大學日間部人數,升公立大學進修學士班人數,升私立大學日間部人數,升私立大學進修學士班人數,升公立二專日間部人數,升公立二專夜間部人數,升私立二專日間部人數,升私立二專夜間部人數,升警察大學人數,升警察專科學校人數,升軍事院校人數,赴國外_大陸就讀人數,升其他學校人數,升學率,升公立大學日間部比率,升公立大學進修學士班比率,升私立大學日間部比率,升私立大學進修學士班比率,升公立二專日間部比率,升公立二專夜間部比率,升私立二專日間部比率,升私立二專夜間部比率,升警察大學比率,升警察專科學校比率,升軍事院校比率,赴國外_大陸就讀比率,升其他學校比率,就農_林_漁_牧業人數,就礦業及土石採取業人數,就製造業人數,就電力及燃氣供應業人數,就用水供應及污染整治業人數,就營造業人數,就批發及零售業人數,就運輸及倉儲業人數,就住宿及餐飲業人數,就資訊及通訊傳播業人數,就金融及保險業人數,就不動產業人數,就專業_科學及技術服務業人數,就支援服務業人數,就公共行政及國防；強制性社會安全人數,就教育服務業人數,就醫療保健及社會工作服務業人數,就藝術_娛樂及休閒服務業人數,就其他服務業人數,就業率,就農_林_漁_牧業比率,就礦業及土石採取業比率,就製造業比率,就電力及燃氣供應業比率,就用水供應及污染整治業比率,就營造業比率,就批發及零售業比率,就運輸及倉儲業比率,就住宿及餐飲業比率,就資訊及通訊傳播業比率,就金融及保險業比率,就不動產業比率,就專業_科學及技術服務業比率,就支援服務業比率,就公共行政及國防；強制性社會安全比率,就教育服務業比率,就醫療保健及社會工作服務業比率,就藝術_娛樂及休閒服務業比率,就其他服務業比率,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
472,105,縣市立,進修部,設計群,98,1,3,36,13,0,0,0,1,0,0,0,0,0,55.1,1.02,3.06,36.73,13.27,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0,0,5,0,0,1,0,1,11,0,0,1,2,4,1,0,0,5,0,31.63,0.0,0.0,5.1,0.0,0.0,1.02,0.0,1.02,11.22,0.0,0.0,1.02,2.04,4.08,1.02,0.0,0.0,5.1,0.0,0,3,0,1,0,0,4,0.0,3.06,0.0,1.02,0.0,0.0,4.08
473,105,縣市立,進修部,食品群,19,0,0,1,4,0,0,0,0,0,0,0,0,0,26.32,0.0,0.0,5.26,21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,63.16,10.53,0.0,10.53,0.0,0.0,0.0,0.0,0.0,10.53,0.0,0.0,0.0,0.0,21.05,0.0,0.0,0.0,0.0,10.53,0,0,1,0,0,0,1,0.0,0.0,5.26,0.0,0.0,0.0,5.26
474,105,縣市立,進修部,餐旅群,28,0,0,13,3,0,0,0,0,0,0,0,0,0,57.14,0.0,0.0,46.43,10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,5,0,0,0,0,3,0,0,0,0,0,35.71,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,17.86,0.0,0.0,0.0,0.0,10.71,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0.0,0.0,7.14,0.0,0.0,0.0,0.0
475,105,私立,普通科,普通科,24465,6568,113,15341,373,4,0,14,1,24,163,287,699,6,96.44,26.85,0.46,62.71,1.52,0.02,0.0,0.06,0.0,0.1,0.67,1.17,2.86,0.02,17,0,6,0,0,8,6,3,43,0,0,0,4,5,51,0,1,17,20,0.74,0.07,0.0,0.02,0.0,0.0,0.03,0.02,0.01,0.18,0.0,0.0,0.0,0.02,0.02,0.21,0.0,0.0,0.07,0.08,9,73,17,399,6,29,8,0.04,0.3,0.07,1.63,0.02,0.12,0.03
476,105,私立,專業群科,機械群,1784,165,72,818,190,5,2,30,4,0,0,22,1,1,73.43,9.25,4.04,45.85,10.65,0.28,0.11,1.68,0.22,0.0,0.0,1.23,0.06,0.06,3,0,194,0,1,42,10,7,21,0,0,0,14,6,12,0,2,2,22,18.83,0.17,0.0,10.87,0.0,0.06,2.35,0.56,0.39,1.18,0.0,0.0,0.0,0.78,0.34,0.67,0.0,0.11,0.11,1.23,15,72,37,3,2,1,3,0.84,4.04,2.07,0.17,0.11,0.06,0.17
477,105,私立,專業群科,動力機械群,4179,114,43,1279,559,24,5,3,40,0,2,67,2,0,51.16,2.73,1.03,30.61,13.38,0.57,0.12,0.07,0.96,0.0,0.05,1.6,0.05,0.0,65,0,277,21,2,48,71,157,156,4,1,3,410,58,123,0,1,19,182,38.24,1.56,0.0,6.63,0.5,0.05,1.15,1.7,3.76,3.73,0.1,0.02,0.07,9.81,1.39,2.94,0.0,0.02,0.45,4.36,18,221,118,12,9,5,45,0.43,5.29,2.82,0.29,0.22,0.12,1.08
478,105,私立,專業群科,電機與電子群,7977,915,114,4300,575,24,43,25,24,1,5,106,8,11,77.11,11.47,1.43,53.9,7.21,0.3,0.54,0.31,0.3,0.01,0.06,1.33,0.1,0.14,25,6,213,43,0,43,65,27,177,47,1,1,161,29,85,1,4,35,152,13.98,0.31,0.08,2.67,0.54,0.0,0.54,0.81,0.34,2.22,0.59,0.01,0.01,2.02,0.36,1.07,0.01,0.05,0.44,1.91,32,353,144,52,15,11,29,0.4,4.43,1.81,0.65,0.19,0.14,0.36
479,105,私立,專業群科,土木與建築群,189,24,12,102,17,1,0,0,0,0,1,3,0,0,84.66,12.7,6.35,53.97,8.99,0.53,0.0,0.0,0.0,0.0,0.53,1.59,0.0,0.0,0,0,3,0,0,6,1,0,1,0,0,0,0,0,3,0,0,0,4,9.52,0.0,0.0,1.59,0.0,0.0,3.17,0.53,0.0,0.53,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,2.12,0,5,3,2,0,1,0,0.0,2.65,1.59,1.06,0.0,0.53,0.0
480,105,私立,專業群科,商業與管理群,7729,906,203,4885,487,13,27,7,13,1,1,42,12,6,85.43,11.72,2.63,63.2,6.3,0.17,0.35,0.09,0.17,0.01,0.01,0.54,0.16,0.08,11,5,55,2,0,17,128,26,175,10,12,0,40,22,58,4,5,47,117,9.5,0.14,0.06,0.71,0.03,0.0,0.22,1.66,0.34,2.26,0.13,0.16,0.0,0.52,0.28,0.75,0.05,0.06,0.61,1.51,24,157,101,41,8,5,38,0.31,2.03,1.31,0.53,0.1,0.06,0.49
481,105,私立,專業群科,外語群,4880,800,134,3155,274,8,4,60,8,0,2,34,72,1,93.28,16.39,2.75,64.65,5.61,0.16,0.08,1.23,0.16,0.0,0.04,0.7,1.48,0.02,2,0,6,0,0,0,18,3,53,3,2,0,7,7,15,2,5,14,40,3.63,0.04,0.0,0.12,0.0,0.0,0.0,0.37,0.06,1.09,0.06,0.04,0.0,0.14,0.14,0.31,0.04,0.1,0.29,0.82,10,23,13,41,6,14,12,0.2,0.47,0.27,0.84,0.12,0.29,0.25
482,105,私立,專業群科,設計群,6332,348,108,4385,538,6,2,1,4,0,2,33,31,5,86.28,5.5,1.71,69.25,8.5,0.09,0.03,0.02,0.06,0.0,0.03,0.52,0.49,0.08,12,1,32,4,0,16,64,9,111,21,4,0,45,55,30,2,7,46,49,8.02,0.19,0.02,0.51,0.06,0.0,0.25,1.01,0.14,1.75,0.33,0.06,0.0,0.71,0.87,0.47,0.03,0.11,0.73,0.77,18,81,80,113,10,16,21,0.28,1.28,1.26,1.78,0.16,0.25,0.33
483,105,私立,專業群科,食品群,103,0,0,30,15,0,20,7,0,0,0,0,0,0,69.9,0.0,0.0,29.13,14.56,0.0,19.42,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,4,0,0,0,3,2,0,7,0,5,0,22.33,0.0,0.0,0.97,0.0,0.0,0.97,0.0,0.0,3.88,0.0,0.0,0.0,2.91,1.94,0.0,6.8,0.0,4.85,0.0,0,1,6,0,0,0,1,0.0,0.97,5.83,0.0,0.0,0.0,0.97
484,105,私立,專業群科,家政群,5290,254,75,2571,426,21,42,50,43,0,0,11,6,5,66.24,4.8,1.42,48.6,8.05,0.4,0.79,0.95,0.81,0.0,0.0,0.21,0.11,0.09,4,1,49,3,0,3,80,9,244,46,1,2,320,41,37,35,28,86,456,27.32,0.08,0.02,0.93,0.06,0.0,0.06,1.51,0.17,4.61,0.87,0.02,0.04,6.05,0.78,0.7,0.66,0.53,1.63,8.62,27,24,186,19,23,11,23,0.51,0.45,3.52,0.36,0.43,0.21,0.43
485,105,私立,專業群科,餐旅群,18074,728,625,8588,1837,43,26,105,209,0,3,78,38,9,67.99,4.03,3.46,47.52,10.16,0.24,0.14,0.58,1.16,0.0,0.02,0.43,0.21,0.05,88,24,184,38,6,83,260,92,2603,22,7,6,114,113,169,6,28,185,267,23.76,0.49,0.13,1.02,0.21,0.03,0.46,1.44,0.51,14.4,0.12,0.04,0.03,0.63,0.63,0.94,0.03,0.15,1.02,1.48,79,476,541,85,46,40,110,0.44,2.63,2.99,0.47,0.25,0.22,0.61
486,105,私立,專業群科,海事群,61,4,2,19,10,1,0,4,0,0,0,1,0,0,67.21,6.56,3.28,31.15,16.39,1.64,0.0,6.56,0.0,0.0,0.0,1.64,0.0,0.0,0,0,1,0,0,1,0,6,3,0,0,0,0,2,0,0,0,0,2,24.59,0.0,0.0,1.64,0.0,0.0,1.64,0.0,9.84,4.92,0.0,0.0,0.0,0.0,3.28,0.0,0.0,0.0,0.0,3.28,0,5,0,0,0,0,0,0.0,8.2,0.0,0.0,0.0,0.0,0.0
487,105,私立,專業群科,藝術群,2637,183,60,1672,223,3,0,2,0,0,1,14,18,1,82.56,6.94,2.28,63.41,8.46,0.11,0.0,0.08,0.0,0.0,0.04,0.53,0.68,0.04,1,1,11,0,0,5,21,0,39,10,1,0,16,35,4,0,2,73,67,10.85,0.04,0.04,0.42,0.0,0.0,0.19,0.8,0.0,1.48,0.38,0.04,0.0,0.61,1.33,0.15,0.0,0.08,2.77,2.54,5,44,42,42,2,11,17,0.19,1.67,1.59,1.59,0.08,0.42,0.64
488,105,私立,專業群科,綜合,397,1,0,29,5,0,0,0,0,0,0,0,0,0,8.82,0.25,0.0,7.3,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,10,3,0,8,18,10,43,0,0,0,6,38,0,1,6,7,70,57.18,1.76,0.0,2.52,0.76,0.0,2.02,4.53,2.52,10.83,0.0,0.0,0.0,1.51,9.57,0.0,0.25,1.51,1.76,17.63,58,0,43,1,17,0,16,14.61,0.0,10.83,0.25,4.28,0.0,4.03
489,105,私立,綜合高中,學術群,1548,323,10,1070,26,0,0,0,1,1,3,21,30,0,95.93,20.87,0.65,69.12,1.68,0.0,0.0,0.0,0.06,0.06,0.19,1.36,1.94,0.0,1,0,1,0,0,0,0,0,14,0,0,0,2,1,6,1,1,1,4,2.07,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.13,0.06,0.39,0.06,0.06,0.06,0.26,3,9,1,12,1,1,0,0.19,0.58,0.06,0.78,0.06,0.06,0.0
490,105,私立,綜合高中,動力機械群,47,1,0,12,10,0,0,0,0,0,0,1,0,0,51.06,2.13,0.0,25.53,21.28,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,5,2,0,0,0,0,1,23.4,0.0,0.0,2.13,0.0,2.13,0.0,0.0,0.0,2.13,0.0,0.0,0.0,10.64,4.26,0.0,0.0,0.0,0.0,2.13,0,10,0,0,2,0,0,0.0,21.28,0.0,0.0,4.26,0.0,0.0
491,105,私立,綜合高中,電機與電子群,534,83,19,265,22,6,0,9,0,0,0,17,0,0,78.84,15.54,3.56,49.63,4.12,1.12,0.0,1.69,0.0,0.0,0.0,3.18,0.0,0.0,4,0,2,5,0,2,0,1,2,0,0,0,4,0,32,0,0,0,22,13.86,0.75,0.0,0.37,0.94,0.0,0.37,0.0,0.19,0.37,0.0,0.0,0.0,0.75,0.0,5.99,0.0,0.0,0.0,4.12,0,27,0,4,0,0,7,0.0,5.06,0.0,0.75,0.0,0.0,1.31
492,105,私立,綜合高中,化工群,160,22,0,137,0,0,0,0,0,0,0,0,0,0,99.38,13.75,0.0,85.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.63,0.0,0.0,0.0
493,105,私立,綜合高中,商業與管理群,861,109,49,587,23,1,0,0,0,0,0,13,2,0,91.06,12.66,5.69,68.18,2.67,0.12,0.0,0.0,0.0,0.0,0.0,1.51,0.23,0.0,0,0,6,0,0,0,0,0,13,0,0,0,1,4,4,0,0,3,11,4.88,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.12,0.46,0.46,0.0,0.0,0.35,1.28,0,18,3,3,0,1,1,0.0,2.09,0.35,0.35,0.0,0.12,0.12
494,105,私立,綜合高中,外語群,722,58,6,556,28,0,0,0,0,0,0,4,18,1,92.94,8.03,0.83,77.01,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.55,2.49,0.14,0,0,1,0,0,0,3,0,10,0,0,0,0,1,6,0,0,3,6,4.16,0.0,0.0,0.14,0.0,0.0,0.0,0.42,0.0,1.39,0.0,0.0,0.0,0.0,0.14,0.83,0.0,0.0,0.42,0.83,0,3,1,12,1,3,0,0.0,0.42,0.14,1.66,0.14,0.42,0.0
495,105,私立,綜合高中,設計群,403,19,3,322,20,2,0,0,0,0,0,2,1,0,91.56,4.71,0.74,79.9,4.96,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0,0,3,0,0,0,1,0,3,1,0,0,0,2,2,0,0,2,3,4.22,0.0,0.0,0.74,0.0,0.0,0.0,0.25,0.0,0.74,0.25,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.74,3,1,8,2,0,1,2,0.74,0.25,1.99,0.5,0.0,0.25,0.5
496,105,私立,綜合高中,家政群,401,20,4,274,24,1,1,0,0,0,0,1,2,0,81.55,4.99,1.0,68.33,5.99,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0,0,1,0,0,0,5,0,22,0,0,0,9,4,5,0,0,3,10,14.71,0.0,0.0,0.25,0.0,0.0,0.0,1.25,0.0,5.49,0.0,0.0,0.0,2.24,1.0,1.25,0.0,0.0,0.75,2.49,5,3,2,1,0,0,1,1.25,0.75,0.5,0.25,0.0,0.0,0.25
497,105,私立,綜合高中,餐旅群,1109,63,17,666,102,0,1,0,0,0,3,10,4,0,78.09,5.68,1.53,60.05,9.2,0.0,0.09,0.0,0.0,0.0,0.27,0.9,0.36,0.0,0,1,8,0,0,3,5,0,76,0,0,0,6,7,43,0,1,3,20,15.6,0.0,0.09,0.72,0.0,0.0,0.27,0.45,0.0,6.85,0.0,0.0,0.0,0.54,0.63,3.88,0.0,0.09,0.27,1.8,4,42,13,2,3,3,2,0.36,3.79,1.17,0.18,0.27,0.27,0.18
498,105,私立,綜合高中,藝術群,16,0,0,4,0,0,0,0,0,0,0,0,0,0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,3,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,12.5,18.75,0,2,1,0,0,0,0,0.0,12.5,6.25,0.0,0.0,0.0,0.0
499,105,私立,綜合高中,綜合,216,10,2,124,26,0,0,0,0,0,1,1,0,0,75.93,4.63,0.93,57.41,12.04,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.0,0,0,4,0,0,1,1,0,10,0,0,0,1,3,6,0,0,0,5,14.35,0.0,0.0,1.85,0.0,0.0,0.46,0.46,0.0,4.63,0.0,0.0,0.0,0.46,1.39,2.78,0.0,0.0,0.0,2.31,0,7,6,3,0,3,0,0.0,3.24,2.78,1.39,0.0,1.39,0.0
500,105,私立,實用技能學程,機械群,130,2,0,20,28,0,0,0,0,0,0,1,1,0,40.0,1.54,0.0,15.38,21.54,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.77,0.0,1,0,51,0,0,1,4,0,10,0,0,0,0,1,0,0,0,0,0,52.31,0.77,0.0,39.23,0.0,0.0,0.77,3.08,0.0,7.69,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,1,6,0,0,2,0,1,0.77,4.62,0.0,0.0,1.54,0.0,0.77
501,105,私立,實用技能學程,動力機械群,1099,6,12,148,94,16,0,9,2,0,0,9,1,2,27.21,0.55,1.09,13.47,8.55,1.46,0.0,0.82,0.18,0.0,0.0,0.82,0.09,0.18,46,6,70,13,4,27,50,60,49,1,0,0,165,7,43,0,0,28,63,57.51,4.19,0.55,6.37,1.18,0.36,2.46,4.55,5.46,4.46,0.09,0.0,0.0,15.01,0.64,3.91,0.0,0.0,2.55,5.73,3,85,41,5,4,0,21,0.27,7.73,3.73,0.45,0.36,0.0,1.91
502,105,私立,實用技能學程,電機與電子群,365,5,9,206,10,0,0,1,0,0,0,3,0,0,64.11,1.37,2.47,56.44,2.74,0.0,0.0,0.27,0.0,0.0,0.0,0.82,0.0,0.0,4,0,16,24,1,5,4,0,4,0,0,0,4,1,10,0,0,4,21,26.85,1.1,0.0,4.38,6.58,0.27,1.37,1.1,0.0,1.1,0.0,0.0,0.0,1.1,0.27,2.74,0.0,0.0,1.1,5.75,12,16,3,0,1,0,1,3.29,4.38,0.82,0.0,0.27,0.0,0.27
503,105,私立,實用技能學程,商業與管理群,627,5,2,236,70,1,2,1,1,0,0,1,2,0,51.2,0.8,0.32,37.64,11.16,0.16,0.32,0.16,0.16,0.0,0.0,0.16,0.32,0.0,4,2,34,5,5,6,29,12,38,4,1,0,19,9,13,2,3,3,52,38.44,0.64,0.32,5.42,0.8,0.8,0.96,4.63,1.91,6.06,0.64,0.16,0.0,3.03,1.44,2.07,0.32,0.48,0.48,8.29,7,6,38,6,1,1,3,1.12,0.96,6.06,0.96,0.16,0.16,0.48
504,105,私立,實用技能學程,農業群,26,0,0,12,0,0,0,0,0,0,0,1,0,0,50.0,0.0,0.0,46.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,1,26.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,7.69,3.85,0,6,0,0,0,0,0,0.0,23.08,0.0,0.0,0.0,0.0,0.0
505,105,私立,實用技能學程,食品群,196,0,6,58,14,16,0,0,0,0,0,0,0,6,51.02,0.0,3.06,29.59,7.14,8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,1,0,8,1,1,2,5,4,23,0,0,0,10,0,3,0,0,2,6,33.67,0.51,0.0,4.08,0.51,0.51,1.02,2.55,2.04,11.73,0.0,0.0,0.0,5.1,0.0,1.53,0.0,0.0,1.02,3.06,0,7,7,3,2,0,4,0.0,3.57,3.57,1.53,1.02,0.0,2.04
506,105,私立,實用技能學程,餐旅群,3354,36,92,1054,299,5,11,5,55,5,0,8,0,12,47.17,1.07,2.74,31.43,8.91,0.15,0.33,0.15,1.64,0.15,0.0,0.24,0.0,0.36,20,4,44,15,0,18,96,27,812,8,2,5,49,20,37,1,5,53,71,38.37,0.6,0.12,1.31,0.45,0.0,0.54,2.86,0.81,24.21,0.24,0.06,0.15,1.46,0.6,1.1,0.03,0.15,1.58,2.12,41,118,224,15,11,0,35,1.22,3.52,6.68,0.45,0.33,0.0,1.04
507,105,私立,實用技能學程,美容造型群,1059,11,24,254,109,1,15,0,14,0,0,4,0,5,41.27,1.04,2.27,23.98,10.29,0.09,1.42,0.0,1.32,0.0,0.0,0.38,0.0,0.47,3,1,17,1,0,2,30,2,80,1,0,0,151,4,2,1,4,31,199,49.95,0.28,0.09,1.61,0.09,0.0,0.19,2.83,0.19,7.55,0.09,0.0,0.0,14.26,0.38,0.19,0.09,0.38,2.93,18.79,4,3,69,2,5,3,6,0.38,0.28,6.52,0.19,0.47,0.28,0.57
508,106,國立,普通科,普通科,25395,11077,129,11455,114,1,0,0,0,39,341,446,305,25,94.24,43.62,0.51,45.11,0.45,0.0,0.0,0.0,0.0,0.15,1.34,1.76,1.2,0.1,11,4,18,0,1,14,8,3,49,5,4,0,8,22,101,4,1,30,29,1.23,0.04,0.02,0.07,0.0,0.0,0.06,0.03,0.01,0.19,0.02,0.02,0.0,0.03,0.09,0.4,0.02,0.0,0.12,0.11,17,76,14,893,6,9,75,0.07,0.3,0.06,3.52,0.02,0.04,0.3
509,106,國立,專業群科,機械群,3201,939,195,1193,209,17,5,5,5,1,7,51,1,1,82.13,29.33,6.09,37.27,6.53,0.53,0.16,0.16,0.16,0.03,0.22,1.59,0.03,0.03,20,3,135,6,1,18,4,6,35,3,0,0,14,8,53,0,0,4,15,10.15,0.62,0.09,4.22,0.19,0.03,0.56,0.12,0.19,1.09,0.09,0.0,0.0,0.44,0.25,1.66,0.0,0.0,0.12,0.47,11,79,49,48,2,0,7,0.34,2.47,1.53,1.5,0.06,0.0,0.22
510,106,國立,專業群科,動力機械群,996,153,67,271,61,20,4,0,0,0,8,18,0,0,60.44,15.36,6.73,27.21,6.12,2.01,0.4,0.0,0.0,0.0,0.8,1.81,0.0,0.0,21,1,30,6,0,10,19,16,16,2,0,0,60,2,67,0,0,2,8,26.1,2.11,0.1,3.01,0.6,0.0,1.0,1.91,1.61,1.61,0.2,0.0,0.0,6.02,0.2,6.73,0.0,0.0,0.2,0.8,2,69,33,9,1,0,3,0.2,6.93,3.31,0.9,0.1,0.0,0.3
511,106,國立,專業群科,電機與電子群,3672,1141,133,1520,147,40,1,1,0,0,6,48,0,0,82.71,31.07,3.62,41.39,4.0,1.09,0.03,0.03,0.0,0.0,0.16,1.31,0.0,0.0,35,0,62,18,0,16,16,7,70,2,0,0,41,5,85,1,0,12,20,10.62,0.95,0.0,1.69,0.49,0.0,0.44,0.44,0.19,1.91,0.05,0.0,0.0,1.12,0.14,2.31,0.03,0.0,0.33,0.54,14,94,18,45,8,4,13,0.38,2.56,0.49,1.23,0.22,0.11,0.35
512,106,國立,專業群科,化工群,836,425,20,296,7,2,0,1,0,0,1,12,0,0,91.39,50.84,2.39,35.41,0.84,0.24,0.0,0.12,0.0,0.0,0.12,1.44,0.0,0.0,0,0,13,0,0,0,1,0,5,0,0,0,0,0,5,0,3,4,4,4.19,0.0,0.0,1.56,0.0,0.0,0.0,0.12,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.36,0.48,0.48,0,11,8,6,1,1,1,0.0,1.32,0.96,0.72,0.12,0.12,0.12
513,106,國立,專業群科,土木與建築群,949,278,77,368,40,14,0,0,0,0,2,8,2,0,83.14,29.29,8.11,38.78,4.21,1.48,0.0,0.0,0.0,0.0,0.21,0.84,0.21,0.0,11,0,6,0,0,18,5,0,11,2,0,0,5,0,23,0,1,0,9,9.59,1.16,0.0,0.63,0.0,0.0,1.9,0.53,0.0,1.16,0.21,0.0,0.0,0.53,0.0,2.42,0.0,0.11,0.0,0.95,2,14,15,23,1,0,10,0.21,1.48,1.58,2.42,0.11,0.0,1.05
514,106,國立,專業群科,商業與管理群,5553,1826,252,2813,105,8,1,0,1,0,3,59,9,0,91.43,32.88,4.54,50.66,1.89,0.14,0.02,0.0,0.02,0.0,0.05,1.06,0.16,0.0,9,0,10,2,0,4,40,11,77,5,4,1,2,8,70,0,4,18,31,5.33,0.16,0.0,0.18,0.04,0.0,0.07,0.72,0.2,1.39,0.09,0.07,0.02,0.04,0.14,1.26,0.0,0.07,0.32,0.56,4,53,17,48,1,2,18,0.07,0.95,0.31,0.86,0.02,0.04,0.32
515,106,國立,專業群科,外語群,884,380,22,430,10,0,0,0,0,2,2,7,5,0,97.06,42.99,2.49,48.64,1.13,0.0,0.0,0.0,0.0,0.23,0.23,0.79,0.57,0.0,0,0,1,1,0,0,2,0,4,0,0,0,0,0,3,0,1,0,0,1.36,0.0,0.0,0.11,0.11,0.0,0.0,0.23,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.11,0.0,0.0,0,2,2,6,1,0,0,0.0,0.23,0.23,0.68,0.11,0.0,0.0
516,106,國立,專業群科,設計群,1065,207,7,729,18,1,0,0,0,0,3,5,2,0,91.27,19.44,0.66,68.45,1.69,0.09,0.0,0.0,0.0,0.0,0.28,0.47,0.19,0.0,5,0,3,0,0,5,3,0,13,3,0,0,3,0,8,0,1,0,4,4.51,0.47,0.0,0.28,0.0,0.0,0.47,0.28,0.0,1.22,0.28,0.0,0.0,0.28,0.0,0.75,0.0,0.09,0.0,0.38,5,9,12,15,0,0,1,0.47,0.85,1.13,1.41,0.0,0.0,0.09
517,106,國立,專業群科,農業群,1414,478,102,446,28,22,0,0,0,0,1,3,0,0,76.38,33.8,7.21,31.54,1.98,1.56,0.0,0.0,0.0,0.0,0.07,0.21,0.0,0.0,42,0,21,2,0,4,11,3,45,0,0,0,5,7,57,0,2,18,23,16.97,2.97,0.0,1.49,0.14,0.0,0.28,0.78,0.21,3.18,0.0,0.0,0.0,0.35,0.5,4.03,0.0,0.14,1.27,1.63,4,24,42,8,4,0,10,0.28,1.7,2.97,0.57,0.28,0.0,0.71
518,106,國立,專業群科,食品群,1097,288,73,460,18,0,3,0,0,0,0,14,0,1,78.12,26.25,6.65,41.93,1.64,0.0,0.27,0.0,0.0,0.0,0.0,1.28,0.0,0.09,2,0,19,1,2,2,17,2,66,0,0,0,12,2,33,0,0,3,6,15.22,0.18,0.0,1.73,0.09,0.18,0.18,1.55,0.18,6.02,0.0,0.0,0.0,1.09,0.18,3.01,0.0,0.0,0.27,0.55,6,19,22,11,2,1,8,0.55,1.73,2.01,1.0,0.18,0.09,0.73
519,106,國立,專業群科,家政群,1010,147,27,626,32,7,4,1,2,0,1,5,0,0,84.36,14.55,2.67,61.98,3.17,0.69,0.4,0.1,0.2,0.0,0.1,0.5,0.0,0.0,0,0,5,0,0,1,7,0,52,1,0,0,24,0,14,0,1,4,21,12.87,0.0,0.0,0.5,0.0,0.0,0.1,0.69,0.0,5.15,0.1,0.0,0.0,2.38,0.0,1.39,0.0,0.1,0.4,2.08,4,2,8,4,0,3,4,0.4,0.2,0.79,0.4,0.0,0.3,0.4
520,106,國立,專業群科,餐旅群,1139,286,44,563,34,7,0,1,1,0,1,3,0,0,82.53,25.11,3.86,49.43,2.99,0.61,0.0,0.09,0.09,0.0,0.09,0.26,0.0,0.0,2,0,2,0,0,1,9,0,67,0,0,0,5,2,55,0,1,4,9,13.78,0.18,0.0,0.18,0.0,0.0,0.09,0.79,0.0,5.88,0.0,0.0,0.0,0.44,0.18,4.83,0.0,0.09,0.35,0.79,2,17,8,6,1,0,0,0.18,1.49,0.7,0.53,0.09,0.0,0.0
